ID,PC1,PC2,PC3
C001-CHA-E01_Alu_SAT_3356,0.2217056049788092,-0.005578452834528947,-0.01207027245119413
C001-CHA-E01_Alu_SAT_177,0.23834455129332668,0.024186062958840092,-0.03271314014059591
C001-CHA-E01_Alu_SAT_2941,0.16840589492570157,0.05086310220146968,-0.023798802633561142
C001-CHA-E01_Alu_SAT_4924,0.2564794163220276,-0.017195650430917277,-0.011730814736402933
C001-CHA-E01_Alu_SAT_2799,0.2789878493316606,-0.10990698533903465,-0.009801280352631166
C001-CHA-E01_Alu_SAT_2521,0.2741587514942549,-0.06167351869119575,-0.009368438882782612
C001-CHA-E01_Alu_SAT_1203,0.24628001480678927,-0.0065219771211705874,0.005321318614593397
C001-CHA-E01_Alu_SAT_2888,0.2812578269635465,-0.06653490670652332,-0.015950505956797062
C001-CHA-E01_Alu_SAT_19,0.2000719933924653,0.030830825958606665,-0.02132457415857145
C001-CHA-E01_Alu_SAT_2851,-0.07054653579483874,0.11301375080906631,0.055044157443859584
C001-CHA-E01_Alu_SAT_1133,0.23163533802084368,0.03739561625796445,0.01683276280554748
C001-CHA-E01_Alu_SAT_4728,0.26710002204221156,0.032604466831566474,-0.005475355223940252
C001-CHA-E01_Alu_SAT_4012,0.3082038752455044,-0.033285732249595634,-0.022307298926019205
C001-CHA-E01_Alu_SAT_20,0.23518914814293276,0.022358191874273493,-0.0009994874009284767
C001-CHA-E01_Alu_SAT_1093,0.15526941583046872,0.05692672891221054,-0.0022094641033975028
C001-CHA-E01_Alu_SAT_3428,0.288777044175933,-0.05692648608866894,-0.010322906582723194
C001-CHA-E01_Alu_SAT_359,-0.08382561380016557,0.09231666520488511,0.04946676985393733
C002-CHA-E02_Alu_SAT_1495,0.20613444434478403,0.04154258946680789,-0.0018058983925679718
C001-CHA-E01_Alu_SAT_2559,0.25349535525262573,-0.06429009320064859,-0.02953222382534373
C001-CHA-E01_Alu_SAT_2870,0.29591585893407485,-0.0959984498187379,-0.014382716765140524
C001-CHA-E01_Alu_SAT_3933,-0.00680284856804753,0.0188028211821277,0.023253492052477762
C002-CHA-E02_Alu_SAT_1844,0.27435861339308715,-0.0743729011846432,-0.035138067470866
C001-CHA-E01_Alu_SAT_1078,0.1912498421759207,-0.0102919015291406,-0.0009383455786223046
C001-CHA-E01_Alu_SAT_530,0.2705691211568764,-0.09493581763859506,-0.04145848408598601
C001-CHA-E01_Alu_SAT_1709,0.21691016041470426,-0.0196092952891687,-0.0032145081820476357
C001-CHA-E01_Alu_SAT_4148,0.2441993421547199,0.030015025342331254,-0.0003572933489947097
C001-CHA-E01_Alu_SAT_4641,0.18118756966110014,0.014295530882081969,-0.030574181730997615
C001-CHA-E01_Alu_SAT_951,0.22409261831806934,-0.011228189839917206,0.04534963030436034
C001-CHA-E01_Alu_SAT_5852,-0.05786856203313397,0.0523531773008057,0.022300857697460704
C001-CHA-E01_Alu_SAT_2597,0.23774815776688432,-0.01511621206142729,0.01124902221376782
C001-CHA-E01_Alu_SAT_955,0.21210299031029625,0.007020884168595718,-0.011301031790004292
C001-CHA-E01_Alu_SAT_3934,0.1528199956870382,0.053607529487538004,0.029572347317053667
C001-CHA-E01_Alu_SAT_4033,0.21032486172528916,0.02823286571844043,-0.024337400397328113
C002-CHA-E02_Alu_SAT_561,0.2770161258934551,-0.06373659321083051,-0.03284987878629793
C001-CHA-E01_Alu_SAT_4720,0.11875097420333887,-0.006211249385932603,-0.0032905565682121536
C001-CHA-E01_Alu_SAT_63,0.24574577124844332,0.004402201336394282,-0.027798349094147096
C002-CHA-E02_Alu_SAT_823,0.2472115115799354,0.027590491967749296,-0.042328995545560126
C001-CHA-E01_Alu_SAT_2921,0.2540535605609314,-0.0008175386361538788,-0.00248800128490532
C001-CHA-E01_Alu_SAT_129,0.27604422970121134,-0.0835752928847154,-0.04055773483544039
C001-CHA-E01_Alu_SAT_2708,0.21382439492365596,-0.016615077894555567,-0.003268841956373708
C002-CHA-E02_Alu_SAT_3007,0.19884684864768076,0.00991440285696819,-0.004081871816831456
C001-CHA-E01_Alu_SAT_1553,0.24971628805376925,0.03700190022211509,0.009526776475088386
C001-CHA-E01_Alu_SAT_354,0.04698310216814044,-0.0020148315405598446,0.029921562548330637
C002-CHA-E02_Alu_SAT_104,0.2828681864086968,-0.11946557829549286,-0.013317954318740909
C001-CHA-E01_Alu_SAT_3832,0.21586337130654398,0.0036515970579826212,0.016275569085980157
C001-CHA-E01_Alu_SAT_552,0.21071824327566333,-0.010660703491231925,0.0006436794634509683
C001-CHA-E01_Alu_SAT_5685,0.3052127223695563,-0.06412206432532062,0.0023841148414874757
C001-CHA-E01_Alu_SAT_554,0.2843506494309935,-0.025143402017029436,-0.018422280631770507
C001-CHA-E01_Alu_SAT_5869,-0.29109016442448926,0.18480411657274273,0.07116087259706362
C004-CHA-E04_Alu_SAT_1451,0.20304908268624555,0.04004555829957433,-0.022991908507920506
C001-CHA-E01_Alu_SAT_10,0.040533875469688244,-0.01671308926501945,0.02147851230842795
C001-CHA-E01_Alu_SAT_1710,0.2694653567866836,-0.025778444749432992,0.0022925447666199633
C002-CHA-E02_Alu_SAT_2210,0.2100870805005082,0.0036452612690936327,0.004814375705829863
C002-CHA-E02_Alu_SAT_2880,0.2378983778758511,-0.06423716117496725,-0.01647072660829527
C001-CHA-E01_Alu_SAT_947,0.2691366600067625,-0.022185183224646843,-0.01610382607248082
C001-CHA-E01_Alu_SAT_981,0.28761920999167084,-0.0684864194195217,-0.02500969827751432
C001-CHA-E01_Alu_SAT_2858,0.23261625834533003,0.029127843201307554,-0.009722598674338561
C001-CHA-E01_Alu_SAT_7,0.18239086758262774,0.011193307330764245,0.00899450386086231
C002-CHA-E02_Alu_SAT_1390,0.24110980791385975,-0.025247739751303712,0.022458295662249377
C004-CHA-E04_Alu_SAT_2172,0.2916145514960708,-0.10685666538661809,-0.022679823784639043
C001-CHA-E01_Alu_SAT_2842,0.11566380369649876,0.011711144821717917,-0.0030621192629935712
C001-CHA-E01_Alu_SAT_5867,-0.32655451465821683,0.14508157325786478,0.0698531895583036
C001-CHA-E01_Alu_SAT_2844,0.19197630354341738,0.01716093018299136,-0.024479662571386212
C001-CHA-E01_Alu_SAT_4226,0.2653094026882502,-0.002878143819500753,-0.003702961510872368
C001-CHA-E01_Alu_SAT_5862,-0.29272584857077594,0.15764600496319642,-0.004165346706792699
C001-CHA-E01_Alu_SAT_1562,0.1810873805361581,0.01070211722124015,0.0070521780427371845
C001-CHA-E01_Alu_SAT_3002,0.23089700928063273,-0.010892543055722346,-0.010974563005202215
C001-CHA-E01_Alu_SAT_3825,0.2744140489290111,0.008546883375559625,0.00867474365022034
C002-CHA-E02_Alu_SAT_824,0.2213799358248657,0.038680590916214064,0.027156337658042793
